invoice_id,vendor_name,amount,tax_amount,tax_rate,description,date,is_fake
9A7MUNGA,Microsft Corp,5000.0,900.0,0.18,General business expenses,2024-09-09 01:58:36.481350,1
INV-9911,Oracle Corporation,2041.64,367.5,0.18,Hardware procurement and installation,2024-10-15 01:58:36.481350,0
INV-6740,Microsoft Corp,7418.16,1335.27,0.18,Hardware procurement and installation,2024-08-30 01:58:36.481350,0
6TTWZD3W,Salesforec Inc,5000.0,928.58,0.17819805133510508,Miscellaneous services and products,2025-02-05 01:58:36.481350,1
VTPSB8XW,Oracl Corporation,18970.53,3720.45,0.19476559678612426,Miscellaneous services and products,2024-09-04 01:58:36.481350,1
INV-3569,Amazon Web Servces,10000.0,1800.0,0.18,General business expenses,2025-04-29 01:58:36.481350,1
3XLJ89YD,Microsft Corp,13277.28,2389.91,0.18,General business expenses,2024-12-28 01:58:36.481350,1
VLTY3LTH,Oracl Corporation,32864.99,5915.7,0.18,Various professional services,2024-11-25 01:58:36.497189,1
INV-2415,Apple Inc,8162.01,1469.16,0.18,Professional consulting services,2025-04-07 01:58:36.481350,0
INV-5450,Microsoft Corp,7749.3,1394.87,0.18,Software licensing and support services,2025-01-31 01:58:36.481350,0
INV-5138,Google LLC,6770.26,1218.65,0.18,Hardware procurement and installation,2024-08-04 01:58:36.481350,0
CZSS88P0,Gogle LLC,1000.0,180.0,0.18,Miscellaneous services and products,2025-02-23 01:58:36.481350,1
INV-2761,Google LLC,8408.81,1513.59,0.18,Professional consulting services,2025-01-03 01:58:36.481350,0
INV-4206,Salesforec Inc,26893.12,3502.64,0.13158611640019796,Various professional services,2025-05-04 01:58:36.481350,1
INV-7128,IBM Corporaton,49517.81,8913.21,0.18,Emergency maintenance work,2025-05-08 01:58:36.481350,1
VCEH6061,IBM Corporaton,42980.92,6115.94,0.14158491334409595,Miscellaneous services and products,2025-02-21 01:58:36.497189,1
INV-1922,IBM Corporaton,10000.0,1800.0,0.18,Miscellaneous services and products,2025-02-07 01:58:36.497189,1
INV-2323,IBM Corporation,1149.54,206.92,0.18,Hardware procurement and installation,2024-11-22 01:58:36.481350,0
INV-8421,Amazon Web Services,9054.21,1629.76,0.18,Software licensing and support services,2025-05-09 01:58:36.481350,0
INV-2846,Amazon Web Servces,31404.81,3322.55,0.10598290817860036,General business expenses,2025-07-13 01:58:36.499205,1
INV-3255,Oracle Corporation,9187.58,1653.76,0.18,Professional consulting services,2025-05-16 01:58:36.481350,0
INV-8560,IBM Corporation,2238.37,402.91,0.18,Hardware procurement and installation,2024-09-02 01:58:36.481350,0
INV-7563,Microsoft Corp,7043.88,1267.9,0.18,Hardware procurement and installation,2025-06-03 01:58:36.481350,0
INV-3604,Salesforec Inc,47004.07,8460.73,0.18,Miscellaneous services and products,2025-01-07 01:58:36.497189,1
INV-3314,Amazon Web Servces,22576.61,4063.79,0.18,Emergency maintenance work,2024-12-11 01:58:36.481350,1
INV-3663,Google LLC,7582.6,1364.87,0.18,Hardware procurement and installation,2024-09-04 01:58:36.481350,0
INV-4067,Microsoft Corp,2953.97,531.71,0.18,Professional consulting services,2024-11-24 01:58:36.481350,0
INV-6221,Salesforce Inc,3818.31,687.3,0.18,Software licensing and support services,2025-02-20 01:58:36.481350,0
INV-8156,IBM Corporation,8537.19,1536.69,0.18,Cloud computing services for Q1 2024,2025-01-12 01:58:36.481350,0
INV-5804,IBM Corporaton,29175.15,5251.53,0.18,Various professional services,2024-08-22 01:58:36.481350,1
P2TI8ZMK,Aple Inc,41970.16,7554.63,0.18,Miscellaneous services and products,2025-05-13 01:58:36.481350,1
INV-1385,Gogle LLC,14903.28,1072.27,0.06913295557056605,Miscellaneous services and products,2025-01-16 01:58:36.481350,1
INV-5713,Apple Inc,142.48,25.65,0.18,Cloud computing services for Q1 2024,2024-07-28 01:58:36.481350,0
INV-1688,Microsoft Corp,8117.94,1461.23,0.18,Software licensing and support services,2025-04-15 01:58:36.481350,0
INV-2920,Salesforce Inc,3135.02,564.3,0.18,Professional consulting services,2024-12-21 01:58:36.481350,0
INV-9655,IBM Corporation,6573.68,1183.26,0.18,Hardware procurement and installation,2024-12-06 01:58:36.481350,0
INV-8102,Salesforec Inc,1000.0,180.0,0.18,Emergency maintenance work,2025-05-16 01:58:36.481350,1
INV-8448,Amazon Web Servces,5000.0,900.0,0.18,General business expenses,2025-03-12 01:58:36.481350,1
INV-5180,Amazon Web Servces,32349.2,5822.86,0.18,General business expenses,2025-06-21 01:58:36.481350,1
INV-6812,Apple Inc,109.78,19.76,0.18,Software licensing and support services,2025-01-29 01:58:36.481350,0
INV-4018,Microsoft Corp,2902.48,522.45,0.18,Cloud computing services for Q1 2024,2025-05-26 01:58:36.481350,0
INV-8776,Amazon Web Services,168.82,30.39,0.18,Cloud computing services for Q1 2024,2025-06-19 01:58:36.481350,0
INV-8700,Salesforce Inc,2893.47,520.82,0.18,Cloud computing services for Q1 2024,2024-10-18 01:58:36.481350,0
INV-6616,Aple Inc,5000.0,900.0,0.18,General business expenses,2024-08-16 01:58:36.481350,1
INV-3478,Salesforce Inc,4339.75,781.15,0.18,Professional consulting services,2024-09-08 01:58:36.481350,0
89648415,Salesforec Inc,9059.11,1152.35,0.1266167751583246,General business expenses,2024-11-23 01:58:36.481350,1
INV-4423,Salesforce Inc,2280.98,410.58,0.18,Professional consulting services,2024-09-20 01:58:36.481350,0
QY6H4IIM,Oracl Corporation,30007.8,6784.45,0.22507926362263853,General business expenses,2025-05-10 01:58:36.481350,1
INV-2063,Apple Inc,4323.34,778.2,0.18,Hardware procurement and installation,2024-11-02 01:58:36.481350,0
INV-9107,Gogle LLC,29293.41,5272.81,0.18,Emergency maintenance work,2025-05-17 01:58:36.481350,1
INV-6874,Microsoft Corp,3662.01,659.16,0.18,Professional consulting services,2024-10-01 01:58:36.481350,0
INV-4132,IBM Corporation,1808.36,325.5,0.18,Professional consulting services,2024-07-17 01:58:36.481350,0
INV-8178,Gogle LLC,4118.44,741.32,0.18,Miscellaneous services and products,2024-10-12 01:58:36.481350,1
INV-1644,IBM Corporation,2190.81,394.35,0.18,Software licensing and support services,2025-05-30 01:58:36.481350,0
INV-2500,IBM Corporation,2311.86,416.13,0.18,Software licensing and support services,2024-09-12 01:58:36.481350,0
INV-5049,Amazon Web Servces,8343.32,2430.04,0.2910539864005823,General business expenses,2025-04-12 01:58:36.481350,1
INV-9186,Salesforec Inc,570.76,205.08,0.27532070595166047,Emergency maintenance work,2024-11-03 01:58:36.481350,1
INV-8676,IBM Corporation,621.52,111.87,0.18,Cloud computing services for Q1 2024,2025-04-29 01:58:36.481350,0
INV-2637,Oracl Corporation,5000.0,900.0,0.18,Miscellaneous services and products,2024-08-31 01:58:36.481350,1
INV-2766,Microsft Corp,26965.91,4853.86,0.18,Miscellaneous services and products,2025-02-05 01:58:36.497189,1
INV-4305,Google LLC,8192.52,1474.65,0.18,Professional consulting services,2024-09-13 01:58:36.481350,0
INV-2137,Amazon Web Services,7962.58,1433.26,0.18,Cloud computing services for Q1 2024,2024-09-06 01:58:36.481350,0
6FEO96HR,Salesforec Inc,27950.85,2476.88,0.08835344696324017,General business expenses,2024-08-12 01:58:36.499205,1
INV-7597,Microsft Corp,30560.74,6007.13,0.19667734910189238,Various professional services,2024-08-04 01:58:36.481350,1
INV-1174,Microsft Corp,25000.0,4865.9,0.19404089530151292,Miscellaneous services and products,2024-12-04 01:58:36.497189,1
INV-3542,Amazon Web Services,3526.43,634.76,0.18,Professional consulting services,2025-01-12 01:58:36.481350,0
YY3EYVIZ,Gogle LLC,43222.91,7780.12,0.18,Miscellaneous services and products,2025-06-09 01:58:36.481350,1
INV-8048,Apple Inc,2977.58,535.96,0.18,Hardware procurement and installation,2024-10-21 01:58:36.481350,0
INV-9753,Aple Inc,22615.48,4070.79,0.18,Various professional services,2024-12-30 01:58:36.497189,1
INV-8184,Salesforce Inc,8132.03,1463.77,0.18,Professional consulting services,2024-10-22 01:58:36.481350,0
EJQA2P1D,Salesforec Inc,7959.29,1539.76,0.18868522084623274,Emergency maintenance work,2024-11-09 01:58:36.481350,1
4182XD5X,Amazon Web Servces,1000.0,180.0,0.18,Miscellaneous services and products,2025-05-17 01:58:36.481350,1
INV-4297,IBM Corporation,851.18,153.21,0.18,Software licensing and support services,2024-09-19 01:58:36.481350,0
INV-5683,Salesforce Inc,6456.86,1162.23,0.18,Cloud computing services for Q1 2024,2024-09-30 01:58:36.481350,0
INV-4471,Amazon Web Servces,40202.09,7236.38,0.18,Various professional services,2024-08-01 01:58:36.481350,1
INV-2163,Amazon Web Services,1788.51,321.93,0.18,Cloud computing services for Q1 2024,2025-04-23 01:58:36.481350,0
INV-4901,Amazon Web Servces,8838.49,1590.93,0.18,Emergency maintenance work,2024-12-25 01:58:36.499205,1
INV-8432,Oracle Corporation,3919.31,705.48,0.18,Professional consulting services,2025-05-13 01:58:36.481350,0
INV-9253,Amazon Web Servces,5000.0,295.53,0.05881337192632689,General business expenses,2025-02-08 01:58:36.481350,1
INV-6146,Google LLC,234.94,42.29,0.18,Hardware procurement and installation,2025-04-18 01:58:36.481350,0
INV-1240,Aple Inc,25571.65,7437.81,0.2920900808287421,General business expenses,2024-12-20 01:58:36.481350,1
WOIODCG7,Microsft Corp,17543.01,3157.74,0.18,Emergency maintenance work,2025-02-05 01:58:36.481350,1
INV-7304,IBM Corporaton,32599.52,5867.91,0.18,General business expenses,2025-06-19 01:58:36.497189,1
INV-9730,Salesforec Inc,1000.0,219.4,0.2330770429005134,Miscellaneous services and products,2024-09-21 01:58:36.481350,1
UFYLEATT,Amazon Web Servces,43088.66,7755.96,0.18,Various professional services,2025-01-22 01:58:36.481350,1
9XP1TO83,IBM Corporaton,15491.89,2788.54,0.18,Various professional services,2025-05-18 01:58:36.481350,1
INV-5712,Oracle Corporation,9566.0,1721.88,0.18,Professional consulting services,2025-05-07 01:58:36.481350,0
INV-4221,Gogle LLC,19020.73,3423.73,0.18,Emergency maintenance work,2024-07-20 01:58:36.481350,1
INV-3919,IBM Corporaton,24935.21,4488.34,0.18,Emergency maintenance work,2024-09-17 01:58:36.481350,1
INV-2872,IBM Corporation,4918.48,885.33,0.18,Software licensing and support services,2024-11-24 01:58:36.481350,0
INV-7827,Amazon Web Services,4837.99,870.84,0.18,Software licensing and support services,2024-09-06 01:58:36.481350,0
INV-4276,IBM Corporaton,13904.48,1090.11,0.07820976706731626,Emergency maintenance work,2025-02-26 01:58:36.497189,1
INV-9876,Gogle LLC,1023.92,184.31,0.18,Various professional services,2024-11-19 01:58:36.481350,1
INV-8696,Google LLC,9927.44,1786.94,0.18,Cloud computing services for Q1 2024,2024-11-04 01:58:36.481350,0
INV-7961,Salesforce Inc,9151.24,1647.22,0.18,Professional consulting services,2025-03-29 01:58:36.481350,0
4XMD151S,Gogle LLC,25672.32,4621.02,0.18,Various professional services,2025-04-14 01:58:36.481350,1
INV-4226,Google LLC,5456.37,982.15,0.18,Cloud computing services for Q1 2024,2024-11-25 01:58:36.481350,0
INV-8655,Microsoft Corp,3574.76,643.46,0.18,Cloud computing services for Q1 2024,2024-10-23 01:58:36.481350,0
INV-7679,Apple Inc,613.88,110.5,0.18,Software licensing and support services,2025-05-31 01:58:36.481350,0
INV-6567,Microsoft Corp,3306.66,595.2,0.18,Hardware procurement and installation,2024-11-19 01:58:36.481350,0
SNKDJ46U,Aple Inc,20874.13,4935.77,0.236077245631176,Emergency maintenance work,2025-02-12 01:58:36.481350,1
INV-2560,Salesforce Inc,5976.04,1075.69,0.18,Professional consulting services,2024-08-02 01:58:36.481350,0
INV-6284,IBM Corporaton,35733.1,6431.96,0.18,Various professional services,2025-05-02 01:58:36.481350,1
INV-3070,Microsoft Corp,2003.79,360.68,0.18,Professional consulting services,2024-11-28 01:58:36.481350,0
PZGC9GE9,IBM Corporaton,5000.0,900.0,0.18,Various professional services,2024-10-25 01:58:36.481350,1
INV-6426,Microsft Corp,1000.0,155.56,0.13707210650524276,Emergency maintenance work,2024-09-02 01:58:36.481350,1
INV-3383,IBM Corporation,5683.01,1022.94,0.18,Cloud computing services for Q1 2024,2025-04-07 01:58:36.481350,0
INV-3905,Google LLC,2130.38,383.47,0.18,Cloud computing services for Q1 2024,2025-01-29 01:58:36.481350,0
INV-9256,Amazon Web Servces,35728.22,6431.08,0.18,Various professional services,2025-05-10 01:58:36.481350,1
INV-8015,Oracle Corporation,5701.58,1026.28,0.18,Software licensing and support services,2025-03-29 01:58:36.481350,0
INV-3139,IBM Corporation,1633.76,294.08,0.18,Professional consulting services,2025-05-20 01:58:36.481350,0
INV-3160,Apple Inc,2457.82,442.41,0.18,Hardware procurement and installation,2024-09-03 01:58:36.481350,0
INV-6775,Microsoft Corp,7581.32,1364.64,0.18,Hardware procurement and installation,2024-11-29 01:58:36.481350,0
INV-9147,Microsoft Corp,9051.93,1629.35,0.18,Cloud computing services for Q1 2024,2025-04-20 01:58:36.481350,0
INV-7365,Oracle Corporation,7296.17,1313.31,0.18,Professional consulting services,2025-05-05 01:58:36.481350,0
INV-3412,Amazon Web Services,563.22,101.38,0.18,Professional consulting services,2025-05-05 01:58:36.481350,0
INV-2223,Salesforce Inc,8401.11,1512.2,0.18,Professional consulting services,2024-09-02 01:58:36.481350,0
INV-5258,Microsoft Corp,4372.29,787.01,0.18,Software licensing and support services,2025-04-14 01:58:36.481350,0
INV-7949,Google LLC,9861.98,1775.16,0.18,Hardware procurement and installation,2025-01-22 01:58:36.481350,0
INV-5932,Oracle Corporation,4745.41,854.17,0.18,Cloud computing services for Q1 2024,2024-10-19 01:58:36.481350,0
G38S8FUQ,IBM Corporaton,43641.99,2532.85,0.058581787910155905,Miscellaneous services and products,2025-05-20 01:58:36.481350,1
INV-2266,Oracle Corporation,9369.56,1686.52,0.18,Hardware procurement and installation,2025-01-27 01:58:36.481350,0
INV-1223,IBM Corporaton,10000.0,1800.0,0.18,Miscellaneous services and products,2025-02-14 01:58:36.481350,1
INV-9832,Oracle Corporation,3391.07,610.39,0.18,Cloud computing services for Q1 2024,2025-04-05 01:58:36.481350,0
INV-7378,Microsoft Corp,6038.28,1086.89,0.18,Hardware procurement and installation,2025-06-19 01:58:36.481350,0
INV-2977,IBM Corporaton,6134.99,1104.3,0.18,Various professional services,2024-08-13 01:58:36.481350,1
INV-8940,Oracle Corporation,8450.85,1521.15,0.18,Hardware procurement and installation,2024-12-24 01:58:36.481350,0
YVOHYXMP,Microsft Corp,1000.0,180.0,0.18,Emergency maintenance work,2024-08-07 01:58:36.481350,1
INV-4511,Microsoft Corp,2936.63,528.59,0.18,Hardware procurement and installation,2025-05-13 01:58:36.481350,0
INV-2395,Google LLC,7659.41,1378.69,0.18,Hardware procurement and installation,2024-08-21 01:58:36.481350,0
INV-4130,Salesforec Inc,47686.78,8583.62,0.18,Various professional services,2024-07-31 01:58:36.481350,1
INV-5564,Salesforec Inc,10000.0,2620.88,0.2593326492208242,General business expenses,2024-07-29 01:58:36.481350,1
INV-2442,Apple Inc,5697.92,1025.63,0.18,Hardware procurement and installation,2024-08-27 01:58:36.481350,0
INV-1266,Amazon Web Services,1163.21,209.38,0.18,Software licensing and support services,2024-11-08 01:58:36.481350,0
INV-2873,Amazon Web Servces,32658.86,5878.59,0.18,Miscellaneous services and products,2025-01-28 01:58:36.481350,1
INV-3463,Salesforec Inc,32031.64,9517.5,0.29663495905929443,Emergency maintenance work,2024-10-09 01:58:36.481350,1
INV-9047,Microsft Corp,34208.27,3424.13,0.10044323650567431,Emergency maintenance work,2024-09-14 01:58:36.481350,1
INV-5475,Oracl Corporation,25000.0,4133.88,0.16636330964262025,Various professional services,2025-03-06 01:58:36.497189,1
INV-6968,Microsoft Corp,1671.74,300.91,0.18,Professional consulting services,2024-12-31 01:58:36.481350,0
INV-9276,Apple Inc,5494.93,989.09,0.18,Software licensing and support services,2024-11-27 01:58:36.481350,0
INV-9530,Amazon Web Services,3406.15,613.11,0.18,Software licensing and support services,2025-07-03 01:58:36.481350,0
INV-2172,Salesforec Inc,11569.74,2082.55,0.18,Various professional services,2025-01-12 01:58:36.481350,1
INV-4252,IBM Corporation,3141.22,565.42,0.18,Hardware procurement and installation,2024-09-15 01:58:36.481350,0
INV-5703,Oracl Corporation,3422.35,469.18,0.13792853223298684,Various professional services,2025-01-19 01:58:36.481350,1
INV-4377,Amazon Web Services,1809.57,325.72,0.18,Software licensing and support services,2025-06-25 01:58:36.481350,0
INV-9099,Amazon Web Services,7493.59,1348.85,0.18,Cloud computing services for Q1 2024,2025-04-15 01:58:36.481350,0
VAVHCGCN,Microsft Corp,14438.63,4209.06,0.28883619906240265,Emergency maintenance work,2024-07-18 01:58:36.481350,1
INV-7360,Salesforce Inc,8465.0,1523.7,0.18,Software licensing and support services,2024-08-08 01:58:36.481350,0
INV-5963,Apple Inc,9571.11,1722.8,0.18,Professional consulting services,2025-03-17 01:58:36.481350,0
INV-1746,Salesforec Inc,1000.0,180.0,0.18,Emergency maintenance work,2024-09-30 01:58:36.497189,1
INV-8885,IBM Corporation,9009.62,1621.73,0.18,Cloud computing services for Q1 2024,2025-06-05 01:58:36.481350,0
INV-5772,Salesforce Inc,5100.36,918.06,0.18,Hardware procurement and installation,2025-01-07 01:58:36.481350,0
INV-7056,Microsft Corp,11243.89,1330.44,0.12099790043473373,Various professional services,2025-05-28 01:58:36.497189,1
INV-8998,Microsoft Corp,1609.56,289.72,0.18,Software licensing and support services,2025-04-14 01:58:36.481350,0
INV-4958,IBM Corporation,551.38,99.25,0.18,Software licensing and support services,2025-03-01 01:58:36.481350,0
INV-3851,IBM Corporation,349.22,62.86,0.18,Software licensing and support services,2024-10-30 01:58:36.481350,0
INV-4664,Oracle Corporation,5363.19,965.37,0.18,Cloud computing services for Q1 2024,2024-09-30 01:58:36.481350,0
INV-2080,Oracl Corporation,10000.0,1800.0,0.18,Emergency maintenance work,2024-08-31 01:58:36.481350,1
ZBOP90VP,Oracl Corporation,43636.43,7143.62,0.16443061419801536,Emergency maintenance work,2025-05-21 01:58:36.481350,1
INV-3755,Apple Inc,9613.22,1730.38,0.18,Cloud computing services for Q1 2024,2025-01-24 01:58:36.481350,0
Y62Z4WPK,IBM Corporaton,41302.58,7434.46,0.18,Emergency maintenance work,2024-09-25 01:58:36.481350,1
INV-4121,Salesforce Inc,2039.36,367.08,0.18,Software licensing and support services,2024-12-08 01:58:36.481350,0
INV-8811,Microsoft Corp,3539.55,637.12,0.18,Cloud computing services for Q1 2024,2025-04-06 01:58:36.481350,0
0D68R5NW,Gogle LLC,17889.48,3220.11,0.18,Various professional services,2025-06-16 01:58:36.497189,1
INV-2356,IBM Corporation,6737.23,1212.7,0.18,Cloud computing services for Q1 2024,2024-07-17 01:58:36.481350,0
INV-5502,Salesforec Inc,7202.41,1685.66,0.23081206865933268,Various professional services,2025-01-07 01:58:36.499205,1
INV-9808,Aple Inc,5000.0,900.0,0.18,Various professional services,2024-10-19 01:58:36.481350,1
INV-1055,Salesforec Inc,29493.12,5308.76,0.18,General business expenses,2025-03-16 01:58:36.481350,1
8FOADF9N,Gogle LLC,15450.74,2781.13,0.18,Various professional services,2024-10-20 01:58:36.481350,1
INV-7076,Salesforce Inc,8090.59,1456.31,0.18,Professional consulting services,2025-05-05 01:58:36.481350,0
INV-6941,IBM Corporation,8697.42,1565.54,0.18,Cloud computing services for Q1 2024,2025-06-29 01:58:36.481350,0
INV-4035,Google LLC,7349.24,1322.86,0.18,Professional consulting services,2025-05-05 01:58:36.481350,0
INV-9632,Amazon Web Services,8916.73,1605.01,0.18,Professional consulting services,2024-11-01 01:58:36.481350,0
INV-5025,Oracle Corporation,4900.09,882.02,0.18,Professional consulting services,2025-04-08 01:58:36.481350,0
9U98WC3E,Salesforec Inc,33088.79,9681.66,0.29114492417490245,General business expenses,2025-06-19 01:58:36.481350,1
INV-4360,Microsft Corp,37449.76,6740.96,0.18,Miscellaneous services and products,2024-12-01 01:58:36.481350,1
INV-2448,Microsoft Corp,1100.41,198.07,0.18,Cloud computing services for Q1 2024,2025-03-30 01:58:36.481350,0
INV-2424,Microsft Corp,4605.2,481.35,0.1060484978095607,Emergency maintenance work,2025-01-10 01:58:36.481350,1
99MGSNYU,Aple Inc,1000.0,187.77,0.1548779176996598,General business expenses,2024-10-29 01:58:36.481350,1
INV-3791,Microsoft Corp,5837.1,1050.68,0.18,Hardware procurement and installation,2024-12-11 01:58:36.481350,0
INV-5978,Apple Inc,4832.14,869.79,0.18,Cloud computing services for Q1 2024,2025-07-01 01:58:36.481350,0
INV-9561,IBM Corporaton,1000.0,180.0,0.18,Various professional services,2025-07-05 01:58:36.481350,1
INV-3399,IBM Corporaton,41449.24,7460.86,0.18,Various professional services,2025-04-23 01:58:36.497189,1
INV-7242,Gogle LLC,10000.0,881.63,0.09055256174728953,Emergency maintenance work,2024-07-23 01:58:36.481350,1
C9Q9I9EB,Microsft Corp,40993.25,8125.39,0.19766733809202902,Emergency maintenance work,2025-03-20 01:58:36.481350,1
INV-9443,Salesforce Inc,241.29,43.43,0.18,Cloud computing services for Q1 2024,2025-03-22 01:58:36.481350,0
INV-5133,Microsft Corp,39884.73,5855.92,0.14628798849493146,Emergency maintenance work,2025-03-18 01:58:36.481350,1
INV-3526,Salesforce Inc,9004.98,1620.9,0.18,Software licensing and support services,2024-11-09 01:58:36.481350,0
INV-1538,Amazon Web Services,9584.36,1725.18,0.18,Hardware procurement and installation,2025-03-02 01:58:36.481350,0
V6ZHCWSH,Microsft Corp,1000.0,180.0,0.18,Miscellaneous services and products,2024-11-19 01:58:36.481350,1
INV-3706,Microsft Corp,1000.0,180.0,0.18,Various professional services,2025-03-17 01:58:36.481350,1
INV-8589,Salesforce Inc,2910.37,523.87,0.18,Hardware procurement and installation,2025-02-22 01:58:36.481350,0
INV-1906,Oracle Corporation,371.86,66.93,0.18,Professional consulting services,2025-01-30 01:58:36.481350,0
INV-7887,Amazon Web Servces,5000.0,481.27,0.09262716099430172,General business expenses,2025-05-27 01:58:36.481350,1
INV-1012,Aple Inc,1044.03,74.11,0.07164501315761117,Various professional services,2024-10-13 01:58:36.481350,1
INV-1436,Aple Inc,1000.0,180.0,0.18,General business expenses,2024-08-26 01:58:36.481350,1
INV-5257,IBM Corporaton,17876.51,3217.77,0.18,Miscellaneous services and products,2025-03-10 01:58:36.481350,1
INV-1426,Google LLC,5680.52,1022.49,0.18,Software licensing and support services,2024-07-24 01:58:36.481350,0
INV-4782,Microsft Corp,6254.75,1125.86,0.18,Miscellaneous services and products,2025-05-20 01:58:36.481350,1
NY8DHKWO,Gogle LLC,11167.44,1819.99,0.15963942733506192,Miscellaneous services and products,2024-10-31 01:58:36.497189,1
INV-1235,IBM Corporation,1503.53,270.64,0.18,Hardware procurement and installation,2024-09-23 01:58:36.481350,0
INV-1248,Amazon Web Services,1973.77,355.28,0.18,Hardware procurement and installation,2025-06-24 01:58:36.481350,0
INV-2871,Salesforec Inc,46373.56,7282.55,0.15811040977045315,Miscellaneous services and products,2025-04-18 01:58:36.481350,1
INV-1143,Microsft Corp,40764.03,3106.14,0.07509515439099106,Various professional services,2024-09-17 01:58:36.481350,1
M7Y8RP03,Oracl Corporation,31781.01,5720.58,0.18,Emergency maintenance work,2025-06-11 01:58:36.497189,1
INV-7968,Apple Inc,2254.02,405.72,0.18,Cloud computing services for Q1 2024,2025-02-11 01:58:36.481350,0
INV-9598,Oracl Corporation,25085.05,4478.8,0.17895282471332502,Miscellaneous services and products,2025-05-24 01:58:36.497189,1
INV-1563,Gogle LLC,11776.78,2380.68,0.20198866463758397,Various professional services,2024-08-21 01:58:36.481350,1
INV-4857,IBM Corporation,4971.72,894.91,0.18,Hardware procurement and installation,2024-08-01 01:58:36.481350,0
INV-5624,Salesforce Inc,3435.45,618.38,0.18,Professional consulting services,2024-12-15 01:58:36.481350,0
INV-8057,Apple Inc,2992.53,538.66,0.18,Hardware procurement and installation,2025-06-15 01:58:36.481350,0
3ND94PZG,Oracl Corporation,13799.33,2483.88,0.18,Miscellaneous services and products,2025-03-04 01:58:36.497189,1
INV-4523,Aple Inc,13439.46,2419.1,0.18,Emergency maintenance work,2025-06-30 01:58:36.481350,1
INV-5408,Google LLC,9360.9,1684.96,0.18,Software licensing and support services,2025-02-07 01:58:36.481350,0
INV-1118,IBM Corporaton,21086.15,3795.51,0.18,Various professional services,2025-06-13 01:58:36.481350,1
INV-8205,Microsoft Corp,4921.74,885.91,0.18,Professional consulting services,2024-10-09 01:58:36.481350,0
2YAPQXT3,Microsft Corp,25808.08,5117.58,0.19823317240303306,Miscellaneous services and products,2024-07-28 01:58:36.481350,1
INV-7719,Aple Inc,38227.28,6880.91,0.18,General business expenses,2024-09-19 01:58:36.481350,1
INV-6166,Microsft Corp,34755.97,6032.4,0.1722241668458932,General business expenses,2025-01-09 01:58:36.481350,1
INV-9612,Oracle Corporation,6202.63,1116.47,0.18,Cloud computing services for Q1 2024,2024-09-29 01:58:36.481350,0
INV-4474,IBM Corporation,2886.0,519.48,0.18,Cloud computing services for Q1 2024,2024-07-15 01:58:36.481350,0
INV-9254,Aple Inc,735.72,132.43,0.18,Miscellaneous services and products,2024-08-27 01:58:36.481350,1
INV-8313,IBM Corporation,4950.57,891.1,0.18,Hardware procurement and installation,2024-11-06 01:58:36.481350,0
INV-7281,Salesforec Inc,48636.56,8754.58,0.18,Miscellaneous services and products,2025-04-12 01:58:36.481350,1
INV-2397,Google LLC,1079.01,194.22,0.18,Software licensing and support services,2024-08-10 01:58:36.481350,0
INV-1338,Oracl Corporation,25000.0,4500.0,0.18,Emergency maintenance work,2025-05-09 01:58:36.481350,1
INV-2255,IBM Corporation,8600.1,1548.02,0.18,Software licensing and support services,2025-04-25 01:58:36.481350,0
INV-6322,Gogle LLC,8246.34,1484.34,0.18,Emergency maintenance work,2024-12-27 01:58:36.497189,1
INV-9120,Google LLC,5481.76,986.72,0.18,Professional consulting services,2025-05-23 01:58:36.481350,0
INV-4619,Amazon Web Servces,1908.86,391.17,0.2230458517704716,Various professional services,2024-09-09 01:58:36.481350,1
INV-5761,Gogle LLC,1000.0,180.0,0.18,Various professional services,2025-07-08 01:58:36.497189,1
INV-5338,IBM Corporaton,28531.4,5135.65,0.18,Emergency maintenance work,2025-02-03 01:58:36.481350,1
INV-7030,Oracl Corporation,9127.3,2649.16,0.2953926148149679,Various professional services,2025-02-15 01:58:36.497189,1
INV-2188,Oracle Corporation,2587.93,465.83,0.18,Hardware procurement and installation,2024-10-13 01:58:36.481350,0
INV-6068,Amazon Web Services,8334.74,1500.25,0.18,Software licensing and support services,2024-07-27 01:58:36.481350,0
INV-2202,Amazon Web Services,9527.96,1715.03,0.18,Cloud computing services for Q1 2024,2024-12-03 01:58:36.481350,0
INV-4381,Aple Inc,48125.96,8662.67,0.18,Emergency maintenance work,2025-02-23 01:58:36.481350,1
INV-3477,IBM Corporaton,5000.0,546.96,0.11016676775455465,Miscellaneous services and products,2024-11-09 01:58:36.497189,1
INV-3640,Amazon Web Services,1892.03,340.57,0.18,Hardware procurement and installation,2024-12-14 01:58:36.481350,0
INV-8801,IBM Corporaton,5000.0,900.0,0.18,General business expenses,2024-08-14 01:58:36.481350,1
INV-7016,Amazon Web Servces,22983.0,4136.94,0.18,General business expenses,2024-09-23 01:58:36.497189,1
8KVRW29H,Gogle LLC,5000.0,900.0,0.18,Emergency maintenance work,2025-03-11 01:58:36.497189,1
INV-8779,IBM Corporaton,25000.0,4500.0,0.18,General business expenses,2025-02-14 01:58:36.481350,1
INV-7342,Salesforce Inc,504.21,90.76,0.18,Hardware procurement and installation,2025-02-14 01:58:36.481350,0
INV-9278,IBM Corporation,8711.16,1568.01,0.18,Cloud computing services for Q1 2024,2024-11-22 01:58:36.481350,0
